item_id,brand_ko,appearances,unique_set_ids,is_ambiguous,price_krw
https://dermagen.co.kr/product/%EB%8D%94%EB%A7%88%EA%B2%90-%EC%95%84%ED%81%AC%EC%8B%B9-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A7%95-180ml/62/,더마겐,30,30,False,24000.0
https://roundlab.co.kr/product/1025-독도-클렌저-150ml/36/,라운드랩,30,30,False,11700.0
https://www.torriden.com/goods/goods_view.php?goodsNo=158,토리든,30,30,False,5000.0
https://www.theskinfood.com/shop/shopdetail.html?branduid=10321966&search=%ED%8F%BC&sort=order&xcode=005&mcode=042&scode=&GfDT=bml9W1Q%3D#,스킨푸드,30,30,False,16000.0
https://medisection.com/product/detail.html?product_no=8312,메디섹션넘버,30,30,False,22000.0
https://themedicube.co.kr/product/detail.html?product_no=21&cate_no=44&display_group=1,메디큐브,30,30,False,16700.0
https://neopharmshop.co.kr/product/detail.html?product_no=2134&cate_no=1&display_group=11,네오팜,30,30,False,15000.0
https://neopharmshop.co.kr/product/아토팜-판테놀-크림-워시-300ml/2130/,아토팜,30,30,False,19500.0
https://m.bentoncosmetic.com/product/%EB%B2%A4%ED%8A%BC-ac-%EB%B0%94%ED%95%98-%ED%8F%BC-%ED%81%B4%EB%A0%8C%EC%A7%95-120ml-%EC%95%BD%EC%82%B0%EC%84%B1-bha-%EB%AF%B8%EC%82%B0%EC%84%B1-%ED%94%BC%EB%B6%80%EA%B3%BC-%EB%94%A5-%ED%81%B4%EB%A0%8C%EC%A0%80-%EC%84%B8%EC%95%88%EC%A0%9C/689/category/188/display/1/#enp_mbris,벤튼,29,29,False,13900.0
https://jayjun.co.kr/product/detail.html?product_no=1357,제이준,29,29,False,10000.0
https://m.bentoncosmetic.com/product/%EB%B2%A4%ED%8A%BC-%EA%B9%8A%EC%9D%80-%EB%85%B9%EC%B0%A8-%ED%81%B4%EB%A0%8C%EC%A7%95%ED%8F%BC-120g/412/category/188/display/1/#enp_mbris,벤튼,29,29,False,10000.0
https://imfrom.co.kr/product/detail.html?product_no=247&cate_no=175&display_group=1,아임프롬,29,29,False,24000.0
https://mixsoon.co.kr/product/detail.html?product_no=515&cate_no=65&display_group=1,믹순,29,29,False,2000.0
https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180508&t_page=%EB%B8%8C%EB%9E%9C%EB%93%9C%EA%B4%80&t_click=%EB%B2%A0%EC%8A%A4%ED%8A%B8+%EB%9E%AD%ED%82%B9&t_number=1&dispCatNo=1000001001000010003&trackingCd=Brand_BestRanking_Product,블라이드,29,29,False,16800.0
https://eunyul.co.kr/product/%EB%8D%B0%EC%9D%BC%EB%A6%AC-%EC%BC%80%EC%96%B4-%EB%A7%88%EC%9D%BC%EB%93%9C-%EB%B2%84%EB%B8%94-%ED%8F%BC%ED%81%B4%EB%A0%8C%EC%A0%80-500ml/125/category/45/display/1/,은율,29,29,False,12800.0
https://myrealbarrier.co.kr/product/detail.html?product_no=125,리얼베리어,29,29,False,19000.0
https://dalba.co.kr/goods/goods_view.php?goodsNo=1000000096,달바,29,29,False,28000.0
https://www.naturerepublic.com/goods/goods/view?no=9990,네이처리퍼블릭,29,29,False,3000.0
https://tonymoly.com/products/houttuynia-cordata-cica-cleansing-foam.do?i_sProductcd=TM20220405000140678,토니모리,29,29,False,4500.0
